سورہ نمبر,فعل (Verb),معنی (Meaning),حروف اصلی (Root Letters),مادہ/اصل کے مختلف اردو معانی,اردو میں مستعمل لفظ/جملے,عربی مثال,ترجمہ (مثال کا),صرفی و نحوی وضاحت
2,قُلْ,کہہ دو,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
2,قُلْ,کہ دیجئے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
2,قُلْ,کہہ دیجئے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
2,كَانَتْ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كانت السيارة في الكراج,کار گیراج میں تھی,فعل ماضی، معروف
2,قَدَّمَتْ,اگے بھیجا,قدم,پیشگی، آگے بڑھنا، پیش رفت,پیش کرنا، اگے بڑھانا، پیشگی دینا,قدمت الطلب للمدير,اس نے درخواست مینیجر کو پیش کی,فعل ماضی، معروف
2,يَوَدُّ,دل سے چاہتا ہے,ودد,چاہنا، محبت کرنا، خواہش کرنا,چاہنا، خواہش کرنا، محبت کرنا,يود الطالب النجاح في الامتحان,طالب امتحان میں کامیابی کی خواہش کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,يُعَمَّرُ,وہ عمر دے دیا جائے,عمر,آباد کرنا,عمر دینا، زندگی بخشنا، عمر بڑھانا,يُعَمَّرُ البناء للمرة الثانية.,عمارت دوبارہ عمر دی گئی ہے.,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، مرفوع
2,يُعَمَّرَ,وہ عمر دیا جائے,عمر,آباد کرنا,عمر دینا، زندگی بخشنا، عمر بڑھانا,إن الله يُعَمَّرُ الإنسان بالعمل الصالح.,اللہ نیک عمل سے انسان کو عمر دیتا ہے.,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، منصوب
2,قُلْ,کہہ دیجئے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
2,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,كَانَ,ہے,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,يَكْفُرُ,کفر کرتے,كفر,کفر کرنا، انکار کرنا، مذہب سے انحراف,کفر کرنا، نفی کرنا، انکار کرنا,يَكْفُرُ بالنعمة الذي أعطاه الله.,وہ اللہ کے دیے ہوئے نعمت کا انکار کرتا ہے.,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,نَبَذَ,پھینک دیا,نبذ,پھینکنا، چھوڑنا، ترک کرنا,پھینکنا، چھوڑنا، ترک کرنا,نَبَذَ الكتاب بعد قراءته.,اس نے کتاب پڑھنے کے بعد پھینک دی.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,تَتْلُوا۟,پڑھتے تھے,تلو,تلاوت، قرآن پڑھنا، منت خوانی,پڑھنا، تلاوت کرنا، مطالعہ کرنا,تَتْلُوا۟ القرآن في الصباح.,تم صبح میں قرآن پڑھتے تھے.,فعل مضارع، معروف، مرفوع
2,كَفَرَ,کفر کیا تھا,كفر,کفر کرنا، انکار کرنا، مذہب سے انحراف,کفر کرنا، نفی کرنا، انکار کرنا,كَفَرَ بالحق بعد معرفته.,وہ حق کی تسلیم کے بعد کفر کر گیا تھا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,أُنزِلَ,نازل کیا گیا تھا,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نزول، اترنا، نازل ہونا,القرآن أُنزِلَ في ليلة القدر,قرآن شب قدر میں نازل کیا گیا,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
2,تَكْفُرْ,تم کفر کرو,كفر,کفر کرنا، انکار کرنا، مذہب سے انحراف,کفر کرنا، نفی کرنا، انکار کرنا,تَكْفُرْ بالرحمة الإلهية.,تم اللہ کی رحمت کا انکار کرو.,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
2,يَوَدُّ,چاہتے دلی طور پر,ودد,چاہنا، محبت کرنا، خواہش کرنا,چاہنا، خواہش کرنا، محبت کرنا,يود الطالب النجاح في الامتحان,طالب امتحان میں کامیابی کی خواہش کرتا ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,يُنَزَّلَ,نازل کی جائے,نزل,نیچے اتارنا، مہمان نوازی کرنا، ٹھہرنا,نازل کرنا، اتارنا، نیچے لے جانا,يُنَزَّلَ القرآن على النبي.,قرآن نبی پر نازل کیا جاتا ہے.,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، منصوب
2,يَخْتَصُّ,خاص کرلیتا ہے,خصص,مخصوص کرنا& تفریق کرنا,خاص کرنا، مخصوص کرنا، علیحدہ کرنا,يَخْتَصُّ بالعلم الشرعي.,وہ شرعی علم میں خاص ہوتا ہے.,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,يَشَآءُ,وہ چاہتا ہے,شيأ,چیز، شے، مواد,چاہنا، خواہش کرنا، ارادہ کرنا,يشاء الله ما يريد,اللہ وہ چاہتا ہے جو چاہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,نَنسَخْ,ہم منسوخ کرتے ہیں,نسخ,منسوخ کرنا,منسوخ کرنا، ختم کرنا، رد کرنا,نَنسَخْ ما لا يناسب الشرع.,ہم نے جو شریعت کے مطابق نہیں تھا، اسے منسوخ کر دیا.,فعل مضارع، معروف، صیغہ اول جمع، مجزوم
2,نَأْتِ,ہم لے آتے ہیں,أتي,آنا، پہنچنا، لے آنا,لے آنا، پہنچانا، کوئی چیز لانا,نَأْتِ بالأخبار الطازجة.,ہم تازہ خبریں لاتے ہیں.,فعل مضارع، معروف، صیغہ اول جمع، مجزوم
2,تَعْلَمْ,نہیں تم جانتے,علم,علم، معرفت، شناخت,جاننا، سیکھنا، معلوم کرنا,تَعْلَمْ أن الله يراك.,جان لو کہ اللہ تمہیں دیکھ رہا ہے.,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
2,تَعْلَمْ,نہیں تم جانتے,علم,علم، معرفت، شناخت,جاننا، سیکھنا، معلوم کرنا,تَعْلَمْ أن الله يراك.,جان لو کہ اللہ تمہیں دیکھ رہا ہے.,فعل مضارع، معروف، صیغہ دوم مذکر واحد، مجزوم
2,سُئِلَ,سوال کئے گئے,سأل,پوچھنا، مانگنا، سوال کرنا,سوال کرنا، دریافت کرنا، معلوم کرنا,سُئِلَ عن رأيه في القضية.,اس سے معاملے کے بارے میں سوال کیا گیا.,فعل ماضی، مجہول، صیغہ سوم مذکر واحد
2,يَتَبَدَّلِ,بدل کرلے گا,بدل,تبدیلی، بدل، ردو بدل,بدلنا، تبدیل کرنا، مبدل کرنا,يَتَبَدَّلِ الأوقات بمرور الزمن.,وقت کے گزرنے پر حالات بدل جائیں گے.,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مجزوم
2,ضَلَّ,وہ بھٹک گیا,ضلل,گمراہ ہونا، گم کردہ راستہ، بھٹک جانا,بھٹکنا، گم ہونا، خطا کرنا,ضَلَّ في الطريق المظلم.,وہ اندھیری راہ میں بھٹک گیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,وَدَّ,چاہتے ہیں,ودد,چاہنا، محبت کرنا، خواہش کرنا,چاہنا، خواہش کرنا، تمنا کرنا,وَدَّ أن يكون طبيبًا.,وہ ڈاکٹر بننا چاہتا تھا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,تَبَيَّنَ,واضح ہوگیا,بين,درمیان، مابین، بچھ میں,واضح کرنا، ظاہر کرنا، بیان کرنا,تَبَيَّنَ الحق من الباطل.,حق و باطل کا فرق واضح ہو گیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,يَأْتِىَ,لے آئے,أتي,آنا، پہنچنا، لے آنا,لے آنا، پہنچانا، کوئی چیز لانا,يَأْتِىَ بالأخبار الجديدة.,وہ نئی خبریں لے آئے.,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
2,يَدْخُلَ,داخل ہوگا,دخل,داخل ہونا، اندر جانا، گھسنا,داخل ہونا، آنا، شامل ہونا,يَدْخُلَ الجامعة العام القادم.,وہ اگلے سال یونیورسٹی میں داخل ہوگا.,فعل مضارع، معروف، صیغہ سوم مذکر واحد، منصوب
2,كَانَ,ہوگا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,قُلْ,کہہ دیجئے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,قل له أن يأتي,اسے کہ دو کہ وہ آئے,فعل امر، معروف، صیغہ دوم مذکر واحد
2,أَسْلَمَ,سپرد کردیا,سلم,سلامتی، امن، تسلیم,سپرد کرنا، ہوا کرنا، تسلیم کرنا,أَسْلَمَ الأمور لله.,وہ معاملات کو اللہ کے حوالے کردیا.,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,لَيْسَتِ,نہیں ہے,ليس,نہیں ہے، نہیں ہوتا، نہیں ہونا,نہیں ہونا، غیر موجود ہونا,ليست هي المرأة التي تفكر فيها,وہ عورت نہیں ہے جس کے بارے میں تم سوچ رہے ہو,فعل ماضی، معروف
2,لَيْسَتِ,نہیں ہیں,ليس,نہیں ہے، نہیں ہوتا، نہیں ہونا,نہیں ہونا، غیر موجود ہونا,ليست هي المرأة التي تفكر فيها,وہ عورت نہیں ہے جس کے بارے میں تم سوچ رہے ہو,فعل ماضی، معروف
2,قَالَ,کہا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,يَحْكُمُ,فیصلہ کرے گا,حكم,حکم، احکام، فیصلہ، قانون,فیصلہ کرنا، حکم دینا، قانون بنانا,القاضي يحكم في القضية الغامضة,جج مشکل مقدمے میں فیصلہ کرے گا,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,مَّنَعَ,منع کرے / روکے,منع,روکنا، منع کرنا، باز رکھنا,منع کرنا، روکنا، باز رکھنا,منع الطبيب الشاب من تناول الأدوية,ڈاکٹر نے جوان کو دوائیوں کا استعمال منع کر دیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,يُذْكَرَ,ذکر کیا جائے,ذكر,ذکر، یاد، تذکرہ، یاد کرنا,ذکر کرنا، یاد کرنا، مذکرہ کرنا,يذكر اسمه في القائمة,اس کا نام فہرست میں ذکر کیا جائے گا,فعل مضارع، مجہول، صیغہ سوم مذکر واحد، منصوب
2,كَانَ,[[MISSING]],كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، موجود ہونا، وجود میں آنا,كان الوالد في المنزل,والد گھر میں تھے,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,ٱتَّخَذَ,بنائی ہے,أخذ,لینا، گرفت، سمجھنا,لینا، بنانا، قبول کرنا,اتخذ الرجل الغريب مأوى في الكوخ,غریب آدمی نے کٹیا پناہ گاہ بنائی,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,قَضَىٰٓ,وہ فیصلہ کرتا ہے,قضي,فیصلہ کرنا، حکم دینا، مکمل کرنا,فیصلہ کرنا، حکم دینا، قضاء کرنا,قضى الرجل على العدل في القضية,آدمی نے مقدمے میں انصاف کا فیصلہ کیا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
2,يَقُولُ,وہ کہتا ہے,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، اظہار کرنا,يَقُولُ الحكيم: العلم نور,حکیم کہتے ہیں: علم روشنی ہے,فعل مضارع، معروف، صیغہ سوم مذکر واحد، مرفوع
2,كُن,ہوجا,كون,ہونا، موجود ہونا، وجود میں آنا,ہونا، بننا، ظاہر ہونا,كن صبورا,صبر کرو,فعل امر، معروف، صیغہ دوم مذکر واحد
2,قَالَ,کہا تھا,قول,بیان، اظہار، کہنا,کہنا، بیان کرنا، بولنا,هو قال الحق,وہ نے سچ بولا,فعل ماضی، معروف، صیغہ سوم مذکر واحد
